accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z,label
3.04695,2.778,-2.601,-72.13252,-142.4767,-17.08775,fall
21.71805,-43.593,-10.464,-625.4715,-293.74542,-266.98331,fall
-15.54105,-2.397,50.08395,185.6727,-95.30222,-83.31165,fall
20.99505,-14.77095,21.61095,187.56348,327.77124,-190.40749,fall
30.60795,-23.66805,-0.07995,345.75711,277.4455,-60.7722,fall
30.52395,-24.70905,3.42195,-180.00041,-234.45433,432.23578,fall
-4.22805,-7.497,1.92,-92.22186,470.85455,68.24071,fall
49.113,5.08395,63.53295,302.49808,463.36243,182.61597,fall
-18.30405,-22.10895,7.281,217.24054,312.16458,-114.10741,fall
78.42195,-32.95995,57.006,454.32614,509.77271,401.43213,fall
5.745,-17.77305,-18.207,59.88197,-166.56027,-135.38634,fall
-1.27395,-15.27105,76.18906,1.50473,-270.43393,-428.05246,fall
26.38695,-35.59395,54.31005,-395.5235,-324.8248,-294.49387,fall
-10.848,4.83,33.48705,-72.97548,-59.95287,-145.53342,fall
23.463,-41.343,-63.55005,-307.05167,239.29939,-191.10864,fall
-1.08495,-15.82395,-46.45995,-182.37962,88.3773,-77.92298,fall
6.58095,-33.03,-22.55805,-436.82874,249.72223,-176.13223,fall
2.47005,-24.954,-58.041,-332.45874,226.13498,-175.77773,fall
-19.51095,-27.85605,-10.54995,-654.73108,307.96552,-95.27859,fall
-26.823,-29.73705,4.17405,-1026.4231,441.59503,14.40917,fall
-31.233,-23.32305,-3.56895,-818.66791,239.78786,2.37133,fall
-25.36695,-16.239,-15.86595,-741.80841,220.5336,-77.85207,fall
-16.98705,-15.846,-17.01705,-451.31671,236.42389,-142.94939,fall
5.12505,-4.47105,-10.56495,-187.13805,-191.96736,-3.8603,fall
15.49305,-4.64805,-2.259,-236.14027,-248.66653,-7.01157,fall
21.83295,-10.60005,-18.24795,-445.99896,-278.90295,-4.00211,fall
1.074,7.248,7.69605,-12.25055,-2.52889,1.11082,non-fall
0.98295,7.215,6.42705,-13.8577,-7.98846,3.00158,non-fall
0.71505,7.16505,6.69705,1.26051,-2.6707,2.08771,non-fall
0.56895,7.11705,7.07295,3.78152,-6.72796,0.69328,non-fall
1.06005,7.05495,6.98205,0.55935,-6.94067,-1.89864,non-fall
0.92595,7.21305,6.85305,8.61084,-3.93121,-4.07301,non-fall
1.15305,7.122,7.20705,3.15127,-5.46745,-2.38709,non-fall
0.99705,7.05705,6.582,-0.63025,-3.93121,-2.04045,non-fall
0.93,7.239,7.12605,3.08036,-3.08824,1.59927,non-fall
1.10295,7.047,7.04895,-1.60715,-6.72796,-0.29149,non-fall
1.11195,7.21005,7.221,-0.97689,-5.33352,1.67017,non-fall
-0.33795,6.61395,7.65705,6.65705,-2.18225,0.69328,non-fall
-0.24705,6.73095,7.698,1.12658,1.59927,-0.98477,non-fall
-0.357,6.717,7.626,-1.1896,-0.5042,-0.00788,non-fall
0.04905,6.576,7.791,5.18384,3.97848,-1.75683,non-fall
-0.153,6.54705,8.18895,1.96166,2.78887,-1.05567,non-fall
-0.555,6.70695,8.055,-1.18173,-2.11135,1.32353,non-fall
-0.369,6.66405,7.90605,-4.96325,-0.3624,-0.28361,non-fall
-0.426,6.39405,7.86795,1.40231,3.41913,-1.12658,non-fall
-0.39705,6.49695,7.89705,1.33141,1.03992,-1.12658,non-fall
-0.41895,6.66195,8.28,-0.41754,-0.15756,1.03992,non-fall
-0.31095,6.657,8.60295,1.33141,0.33876,0.34664,non-fall
-0.579,6.46995,8.19795,-4.26209,0.96901,0.06303,non-fall
-0.49605,6.513,7.92795,0.49632,1.66229,-1.40231,non-fall
-0.261,6.65205,8.21505,1.40231,0.7563,-1.61502,non-fall
-0.32805,6.43005,8.22195,4.69539,5.79833,0.48057,non-fall
-0.56505,6.552,8.124,-2.37921,-0.22059,0.34664,non-fall
-0.51,6.62595,8.42805,0.28361,1.67017,0.62238,non-fall
-0.59805,6.53295,7.97595,1.68593,2.78887,0.27574,non-fall
-0.579,6.35805,7.92795,1.82774,4.12028,-1.05567,non-fall
-0.25905,6.57105,8.33505,5.11293,4.60873,-1.68593,non-fall
-0.26805,6.516,7.98795,2.03257,0.6854,0.40966,non-fall
-0.462,6.46305,8.04495,1.82774,1.94591,0.34664,non-fall
-0.519,6.40995,8.18595,0.21271,1.10294,0.83509,non-fall
-0.45,6.54195,7.91805,1.12658,2.64706,-1.12658,non-fall
-0.46905,6.26205,7.60695,5.39655,3.27732,-1.33929,non-fall
-0.357,6.49695,8.26305,4.69539,3.20641,0.20483,non-fall
-0.417,6.339,8.16195,7.1455,2.9228,-0.22059,non-fall
-0.57,6.315,6.855,0.84296,2.43435,-1.47322,non-fall
-0.26295,6.58305,8.69595,0.35452,-0.85084,0.48057,non-fall
-0.64605,6.30705,7.36995,4.62449,2.93068,0.27574,non-fall
-0.70095,6.30705,7.65,4.06514,3.83667,-1.33929,non-fall
-0.40905,6.41505,7.62795,4.06514,4.25421,-1.68593,non-fall
-0.342,6.276,7.719,7.35033,5.94014,-3.23005,non-fall
-0.50505,6.29295,6.91695,6.86189,2.01681,-2.24528,non-fall
-0.309,6.49395,8.349,6.0977,2.08771,-0.49632,non-fall
-0.23895,6.255,8.43795,17.29258,-0.08666,-2.87553,non-fall
-1.50405,6.82695,8.526,-5.5935,21.96434,8.11452,non-fall
5.66595,10.284,2.847,-27.08515,36.52319,-19.32515,non-fall
4.359,9.15195,1.97805,13.86558,8.46115,1.88288,non-fall
4.42395,9.10395,1.64805,19.25425,-3.30095,-0.07878,non-fall
4.287,8.83095,-0.59295,6.30254,1.31565,7.12974,non-fall
8.13,6.102,2.51895,-15.46485,3.34822,8.8787,non-fall
8.65395,4.782,3.17295,-1.88288,-6.16861,15.66968,non-fall
5.80305,7.65105,3.558,-19.03366,34.21489,23.09091,non-fall
7.134,5.364,3.11805,-16.44174,-2.04045,26.93546,non-fall
9.37005,2.96295,3.84495,52.4371,34.98695,39.88717,non-fall
9.49695,2.13195,1.90905,50.54634,-8.61872,27.49481,non-fall
9.99495,1.44705,2.12205,12.81778,3.63184,14.05465,non-fall
8.39805,3.67905,2.184,20.9323,21.20015,44.64559,non-fall
8.71695,0.243,2.89305,10.78521,8.03573,62.49752,non-fall
9.354,0.063,3.189,6.30254,-3.15915,4.39602,non-fall
9.47805,-0.084,2.63205,11.97482,-5.75106,0.62238,non-fall
9.50895,-0.027,1.791,10.29677,-9.24897,1.74108,non-fall
9.615,-0.07005,2.466,10.36767,-9.87922,1.31565,non-fall
9.69105,-0.10305,2.943,12.60507,-12.88869,0.96901,non-fall
9.57405,-0.07695,2.94,14.28312,-13.31411,-0.5042,non-fall
9.97095,0.50595,1.77195,21.28681,5.72743,-20.94017,non-fall
8.97495,2.616,2.55,40.11564,25.1156,-90.17353,non-fall
7.572,5.35695,2.943,22.051,8.17754,-59.22808,non-fall
4.62495,8.05095,1.188,2.73372,4.46692,-85.90356,non-fall
2.853,9.47505,2.58405,3.50579,9.16231,-51.4602,non-fall
0.327,9.717,2.29905,8.2642,-18.77368,-36.90135,non-fall
0.49695,9.31695,5.26995,6.65705,-34.38033,-26.26582,non-fall
-0.189,9.114,5.22495,6.44434,-54.46967,-6.59403,non-fall
0.15195,8.841,5.703,14.42493,-32.48957,-3.58457,non-fall
0.59295,9.60195,2.54505,9.52471,-17.22956,-32.70228,non-fall
-0.50805,9.051,4.16205,12.04572,-34.16762,-10.79309,non-fall
-0.306,8.46195,6.12195,8.47691,9.92649,1.52837,non-fall
-0.54105,8.24895,4.485,3.85242,-13.44804,2.9937,non-fall
0.03495,8.40705,6.06,-3.49791,8.60296,-2.6707,non-fall
-0.73695,7.98105,5.38305,1.75683,-3.7894,8.17754,non-fall
0.21,8.38605,5.90205,7.77575,27.21908,11.25791,non-fall
-0.096,6.46305,10.05105,-72.16404,74.67717,-12.96747,non-fall
-5.466,4.227,14.61495,-27.99114,27.50269,-32.91499,non-fall
-1.36905,3.05595,7.056,-1.45746,-15.26789,61.80424,non-fall
-2.26305,3.3,10.52805,21.3656,0.7563,71.88042,non-fall
-2.23395,4.03995,7.49895,-13.36138,79.37256,52.97281,non-fall
-0.768,2.89305,8.66505,24.37506,41.14768,70.34418,non-fall
3.88005,4.82505,7.69095,15.90602,64.94763,70.27328,non-fall
3.30105,4.15005,8.907,-8.17754,78.80533,64.04164,non-fall
1.47195,4.002,9.582,-0.19695,58.01484,69.92664,non-fall
1.512,3.80505,9.858,-8.24057,57.6682,50.60148,non-fall
-0.045,2.967,9.19695,1.06355,24.20962,51.51535,non-fall
-0.39705,3.396,8.68905,-0.6854,17.90708,30.37034,non-fall
0.861,3.513,11.83995,14.71642,21.90131,15.39394,non-fall
-1.73595,3.789,7.60695,-2.78099,38.35093,78.95501,non-fall
-0.22995,2.697,8.23395,26.82517,60.81947,117.37685,non-fall
-0.34905,4.31805,8.478,-6.14497,60.11831,38.28003,non-fall
-1.00995,3.38895,8.68905,8.90233,57.6682,88.88939,non-fall
2.487,4.485,6.97695,-4.39602,-2.11135,16.44174,non-fall
1.713,4.689,8.68005,-0.40179,31.27633,-1.19748,non-fall
1.97895,3.68295,10.63305,-56.12408,36.24746,-9.95013,non-fall
1.12905,2.17995,8.47605,7.01945,8.17754,0.90599,non-fall
3.363,1.608,9.36,7.5079,-5.04991,-53.76851,non-fall
0.79905,3.564,9.19905,11.63606,-1.33929,-52.36619,non-fall
0.92805,3.50895,8.98605,2.11923,40.94285,-79.53012,non-fall
-0.68505,4.27695,12.285,22.97274,31.0006,-3.15915,non-fall
-0.49305,2.66805,7.99695,11.42335,-16.5284,-3.50579,non-fall
4.14105,1.524,2.51895,-78.66352,-99.61945,26.94334,non-fall
9.732,-2.47395,5.26095,-57.24278,-49.56944,138.8685,non-fall
10.89495,-2.78295,4.83705,24.65867,57.95182,-9.95013,non-fall
9.70605,-3.24705,3.62295,-185.41272,88.47184,-107.94668,non-fall
4.89495,2.12205,7.722,-2.64706,64.60099,-28.0778,non-fall
7.50495,1.06605,7.449,-101.54961,127.80755,-87.3689,non-fall
5.94195,1.272,8.976,17.51317,30.0237,18.89185,non-fall
3.92295,0.76695,9.38295,41.45493,-6.65705,6.21588,non-fall
3.684,0.63795,6.546,26.47853,-32.56047,-11.69908,non-fall
6.92595,-0.525,4.01805,-42.54212,-92.89938,70.06056,non-fall
12.89505,-6.28305,2.78205,-76.77276,-56.56526,106.94615,non-fall
9.82005,-3.88395,0.48195,-100.01336,24.20962,8.80779,non-fall
8.45595,-0.57,1.755,-23.71329,72.58158,-9.95013,non-fall
14.90595,-3.81,6.43605,63.01748,66.07421,-57.55003,non-fall
9.77505,-3.85995,9.95595,95.49129,130.11586,-78.61626,non-fall
4.16295,0.25695,8.35395,88.63728,144.32808,-32.90711,non-fall
1.09305,4.20105,7.48005,50.13667,91.26859,36.94862,non-fall
6.51405,-1.60905,-0.45795,-80.27067,-130.06857,89.44874,non-fall
14.58,-3.75,5.65305,-83.91039,-65.73545,163.08598,non-fall
11.94405,-1.63305,2.54505,32.91499,44.02321,-33.33253,non-fall
11.42505,-4.93305,4.16895,50.55421,40.73014,-91.07952,non-fall
8.20695,1.33905,6.30405,-53.31945,9.79257,-85.90356,non-fall
8.35995,-3.882,3.09405,37.32677,64.11255,-104.03123,non-fall
6.63105,0.75495,5.83305,-101.62051,-14.2201,-126.78338,non-fall
7.23705,1.26,5.385,-103.36946,-55.51746,-114.32012,non-fall
3.98295,3.63105,7.33905,-50.3809,15.46485,-101.85686,non-fall
2.85795,4.95705,7.58805,-21.05047,-1.89864,-39.20965,non-fall
3.24795,3.34305,7.569,-31.13453,-8.40601,-50.48331,non-fall
2.48895,2.53905,7.02495,-55.13931,-77.21394,-5.75106,non-fall
6.53295,0.063,6.345,-47.0957,-116.48663,-14.01526,non-fall
9.39405,-3.192,3.18705,-133.96039,-59.43291,61.51275,non-fall
3.258,3.94905,8.39505,-13.56621,-10.58038,-27.58935,non-fall
13.90995,-0.76695,3.795,43.13298,-12.81778,35.12876,non-fall
9.318,-3.987,5.60505,164.51193,-7.2164,-28.1487,non-fall
8.31,-3.72105,4.88205,85.55692,-15.82724,-49.43552,non-fall
7.75395,-1.674,5.28195,-107.71033,27.21908,38.41395,non-fall
8.571,-2.03595,4.743,16.04783,35.82991,-40.89558,non-fall
8.59695,1.67205,7.44405,40.33623,70.83262,-10.9349,non-fall
6.78195,2.11695,5.67195,38.02792,51.08993,17.27682,non-fall
7.55505,3.741,5.26305,52.65768,48.43499,13.77104,non-fall
7.63905,4.629,9.63195,95.42827,73.98389,2.9937,non-fall
4.39995,2.05005,2.205,132.31386,-5.25474,40.16291,non-fall
6.91605,4.08795,3.29505,-28.26687,44.44075,-49.22281,non-fall
6.54495,2.958,8.50005,-87.13256,-27.1009,-105.92199,non-fall
6.02505,2.09595,9.37395,-104.55907,-64.89249,-114.73766,non-fall
2.26905,3.23595,8.019,-64.59311,6.7831,-106.41044,non-fall
1.524,4.72005,7.092,-26.37611,2.72585,-26.19491,non-fall
2.12505,3.54,10.51605,-1.66229,34.01006,13.4244,non-fall
1.59795,3.17805,9.37605,14.71642,21.27106,18.32462,non-fall
3.32205,3.987,9.429,-4.60085,-3.7894,-15.90602,non-fall
3.543,2.64405,7.88505,-15.45697,62.22179,-21.71224,non-fall
3.10005,3.82005,7.44705,-33.30103,21.20015,-37.38979,non-fall
0.74595,4.43505,8.457,2.25316,38.70544,-7.15338,non-fall
0.46095,3.23595,8.92395,15.62241,13.01474,-11.28154,non-fall
1.05,2.37795,9.58005,12.1245,5.73531,-48.80526,non-fall
0.82005,1.76805,9.81,0.15756,-53.34309,-95.704,non-fall
2.733,1.29405,10.74105,-54.23332,-40.8877,-141.12953,non-fall
2.03205,1.99995,8.88795,-23.50058,-75.32318,-132.03024,non-fall
0.31995,3.16095,8.73495,-15.10245,-16.94594,-102.35318,non-fall
0.078,4.94505,7.90605,-11.60454,11.54152,-64.55373,non-fall
-0.73995,3.444,10.494,-17.90708,-0.98477,-3.37186,non-fall
1.488,3.04395,9.19395,-3.55305,34.43548,-29.97644,non-fall
0.50895,2.865,8.44005,-19.93177,-21.63346,-71.62045,non-fall
-0.057,2.05995,10.629,-47.72595,-42.0773,-69.52484,non-fall
6.18795,2.69205,5.58405,2.11923,-43.26691,33.02529,non-fall
7.39305,-1.368,6.74505,272.1041,-64.89249,87.621,non-fall
9.636,2.47695,1.341,158.35121,-42.21123,-14.92913,non-fall
8.25,3.147,-3.76995,45.93761,-37.17708,-93.46661,non-fall
6.009,2.211,-9.37005,40.19442,-31.78841,-78.06478,non-fall
2.901,3.09405,-10.728,-21.82253,6.85401,-52.86252,non-fall
3.45405,6.46605,-10.917,-66.55478,17.42651,-67.35835,non-fall
-0.49095,7.51395,-3.08295,-233.91862,158.05183,-18.77368,non-fall
-0.44805,7.20495,5.53305,-63.2617,35.62508,-9.95801,non-fall
4.33305,5.07195,9.68505,-130.46249,-3.7894,-31.58358,non-fall
1.11495,3.70005,7.21905,-94.82953,6.01104,-61.89878,non-fall
-1.79595,1.66305,11.44695,-62.143,24.56413,-34.1755,non-fall
-1.48005,-1.30305,12.846,-5.93226,-7.42124,2.50526,non-fall
1.15095,-0.53895,12.747,41.73854,-75.81162,13.06988,non-fall
3.945,3.38595,9.64695,2.67858,29.39345,-50.06577,non-fall
5.76,4.29405,5.814,-18.95488,-56.49435,-32.56835,non-fall
4.61805,5.745,7.28595,-34.28579,21.13713,-60.7722,non-fall
5.46,5.637,7.15695,-32.74167,5.6644,-51.18447,non-fall
5.796,3.27405,7.62795,-40.37562,-58.0306,-69.38304,non-fall
4.12395,2.73,8.73705,-51.6414,-86.10052,-100.53333,non-fall
2.415,2.68305,6.57495,-93.43509,-69.51697,-42.22699,non-fall
5.32905,4.21995,5.07105,-47.0248,-18.34826,-55.38353,non-fall
3.70305,4.59105,8.91195,28.01477,45.63036,0.89023,non-fall
5.22795,4.45905,7.152,-27.00636,-32.90711,-45.02374,non-fall
2.57805,4.13295,8.44695,-11.80938,48.22227,-20.94805,non-fall
3.71505,4.497,11.10705,-116.88052,29.32255,-59.6535,non-fall
-0.663,1.44495,1.78395,-34.21489,-33.88401,98.39834,non-fall
5.64,-6.477,1.188,44.11775,32.96226,0.7563,non-fall
8.99895,-5.82105,8.85405,-50.30999,-129.57225,104.55907,non-fall
9.76995,-6.97995,7.27695,-89.65357,72.16404,-15.27577,non-fall
5.59905,-6.642,1.36305,71.83315,-42.84149,76.98547,non-fall
9.55695,-6.95595,-1.56195,105.92199,18.96276,-46.49696,non-fall
4.58895,-2.862,6.85305,86.74652,13.8577,62.97809,non-fall
5.08005,-7.52295,-3.25995,-153.49037,126.68885,-110.05803,non-fall
8.69295,-6.49095,4.26705,49.43552,94.49077,-114.74554,non-fall
12.21705,-9.39105,7.26,177.18004,35.69599,-155.20782,non-fall
6.64305,-4.24605,3.642,98.08321,148.3223,-74.49597,non-fall
5.781,3.08505,7.20705,26.96697,47.45021,-48.31681,non-fall
3.756,6.03,6.79005,40.75377,-18.62399,-63.92347,non-fall
0.11595,4.92105,1.64805,-32.04052,33.45071,-44.88981,non-fall
-1.88895,8.85,7.36005,-11.39183,20.85352,-48.0332,non-fall
-0.888,5.90505,11.31105,32.14293,64.8137,-8.06725,non-fall
1.61805,6.264,4.21395,17.51317,-60.41768,-54.40664,non-fall
-1.12305,3.60705,10.05105,-8.38237,-99.05223,-125.45197,non-fall
-2.655,2.53395,9.192,29.90553,-120.81961,-92.48971,non-fall
1.21095,0.192,9.21795,-51.7123,-131.32121,-119.92938,non-fall
8.21595,-3.36405,5.067,-58.14877,64.67189,71.24229,non-fall
12.64995,-2.79195,6.85995,-35.19178,88.0543,-32.15081,non-fall
10.43595,-6.63495,13.743,170.60176,18.2616,-157.58702,non-fall
8.18505,-5.95695,9.987,-163.92107,-125.08958,47.22963,non-fall
5.63505,0.41505,2.397,139.17575,40.80892,-76.59944,non-fall
4.80705,-2.457,9.285,-140.82228,-112.56329,-76.17402,non-fall
4.16505,6.01995,1.50405,120.97717,46.82784,13.91285,non-fall
5.178,7.275,-0.897,76.45763,28.905,3.9706,non-fall
6.945,6.08505,3.10605,94.4435,59.35413,28.4008,non-fall
-1.00605,5.66295,8.56695,-70.47022,89.66145,-34.80575,non-fall
-0.60795,5.47695,7.89405,-51.42869,56.83311,-4.71115,non-fall
-1.00305,3.56805,10.128,-48.2144,5.94802,2.63919,non-fall
-0.49605,2.841,8.931,-3.76576,-35.42813,14.18858,non-fall
6.94305,7.51695,-1.75605,-95.8852,177.09338,-77.93085,non-fall
4.824,0.94395,12.975,-81.67298,-34.23065,-64.34889,non-fall
3.49695,3.85305,8.80905,3.02522,1.1187,15.93754,non-fall
3.591,4.06395,8.622,-4.1124,8.11452,-23.39816,non-fall
2.98695,4.70805,9.15795,4.00999,-5.39655,14.74793,non-fall
1.46895,4.31505,7.47795,-38.20124,-14.98428,-63.50592,non-fall
3.47295,4.15305,9.348,8.97324,-16.10298,-40.54894,non-fall
1.02405,4.54305,7.84605,-22.79942,-11.34456,-40.26532,non-fall
1.43595,4.512,9.027,-14.68491,-3.36398,-26.40763,non-fall
1.761,4.36095,7.63995,-3.34034,27.15605,-18.0804,non-fall
3.68595,4.122,10.128,-2.9228,59.21232,-33.97066,non-fall
1.82595,4.64805,9.11505,4.14392,53.05159,-28.44019,non-fall
1.96005,4.63095,8.43495,-10.61977,-7.63395,-4.00999,non-fall
-1.791,4.35105,9.21105,-18.67126,16.51264,3.19854,non-fall
-1.58295,4.63095,8.58405,-4.32512,42.48697,-10.17072,non-fall
-3.936,3.60405,9.55305,-31.62297,34.99483,50.86934,non-fall
-2.19495,3.813,9.075,0.57511,1.60715,83.13833,non-fall
0.07095,3.62595,8.66295,-8.94172,-8.1933,60.18134,non-fall
2.75505,1.701,9.19695,40.19442,42.83361,78.30901,non-fall
1.90305,2.88795,8.21505,16.95382,36.11353,58.84993,non-fall
2.79795,4.24605,8.79,6.03468,50.39665,38.61879,non-fall
0.97605,4.67205,9.69495,4.14392,45.00798,29.5195,non-fall
-0.699,3.48705,11.60295,-19.78996,41.01375,58.21967,non-fall
0.957,4.37505,8.48805,-9.92649,17.70225,8.87082,non-fall
0.34905,3.25695,8.74695,-0.33088,1.67805,57.66032,non-fall
3.80595,3.16395,8.85195,9.67439,-4.97113,-15.7721,non-fall
4.10805,2.66595,7.41495,2.53677,2.65494,-22.83881,non-fall
1.917,3.59205,6.43905,-35.26269,3.84455,-21.57831,non-fall
0.777,5.24895,10.66395,11.9827,-6.86189,-25.91918,non-fall
1.52895,2.86905,8.96895,85.90356,27.7863,42.88876,non-fall
2.709,3.09705,7.722,20.3178,33.10407,4.73478,non-fall
3.921,3.17295,8.63205,3.51366,49.7664,-17.10351,non-fall
3.12105,3.04905,8.25795,-64.80582,-20.37295,-65.12095,non-fall
1.04805,5.09595,9.90795,-27.98326,6.64918,-19.82935,non-fall
1.40505,3.29805,11.505,67.28745,41.01375,45.33887,non-fall
4.644,3.489,10.47795,-93.92354,-19.32515,-35.71962,non-fall
2.39805,2.766,7.99695,52.72859,39.75325,58.00697,non-fall
2.74305,4.371,7.12095,11.56515,32.47382,1.93803,non-fall
2.35305,3.88695,7.79595,-52.6892,36.67288,-39.84778,non-fall
3.76995,3.78405,6.156,-11.60454,-1.19748,5.71955,non-fall
1.83105,5.29695,7.88505,-37.29525,-12.39236,-16.81989,non-fall
1.608,4.18605,12.384,-30.57518,24.77684,-1.00053,non-fall
1.30605,3.12105,9.04605,-5.02627,19.17546,23.98903,non-fall
2.22105,3.516,7.88205,6.24739,4.68751,-12.90444,non-fall
3.27,3.64305,10.20195,-17.62347,1.1187,-46.49696,non-fall
2.89605,2.44095,7.77,2.11923,3.427,-23.61087,non-fall
1.84005,3.92295,7.44195,-15.24426,24.77684,-16.47325,non-fall
1.64595,4.653,10.75305,15.97693,12.87293,5.01839,non-fall
1.39995,1.77495,9.15105,47.05631,19.03366,32.74167,non-fall
1.72095,2.256,6.88395,14.50371,16.51264,0.40179,non-fall
5.46795,2.13195,9.441,-31.62297,-4.20694,-58.74751,non-fall
2.709,0.537,10.79895,-65.92452,10.07618,-119.22822,non-fall
3.82005,2.16495,8.77305,-17.41076,-11.6912,-97.1142,non-fall
2.29305,3.396,10.17105,1.34717,4.4039,-39.21753,non-fall
0.66495,2.76405,9.14595,-7.05096,-11.48637,-39.0127,non-fall
3.555,1.25595,9.20895,-63.75015,-28.49534,-113.69775,non-fall
1.19595,2.706,8.466,-19.02578,-14.35402,-61.19762,non-fall
1.90305,1.73205,10.48995,0.71691,-31.36299,-56.2974,non-fall
2.226,2.99595,9.285,-3.62396,5.38867,-68.34312,non-fall
1.15995,4.15005,6.858,-13.98375,23.02789,-50.83783,non-fall
1.41195,2.92695,10.01295,-74.03904,10.49372,-22.13766,non-fall
-1.29495,2.706,9.63,16.26054,22.67337,12.22692,non-fall
-0.20595,2.94795,8.96205,12.54992,32.33201,8.47691,non-fall
1.84005,3.81,10.19505,11.36032,7.48426,-3.2852,non-fall
0.81795,3.03705,8.313,-17.61559,-17.92284,-19.30939,non-fall
2.427,2.44305,9.45105,9.25685,19.30939,9.95013,non-fall
2.29305,3.60195,6.98895,-12.65234,34.22277,-11.95906,non-fall
3.258,3.54195,10.12605,-21.96434,36.95649,-25.28892,non-fall
0.15,2.41905,8.091,12.40812,29.04681,48.06471,non-fall
1.99395,2.12505,8.82795,3.30883,2.45011,5.71955,non-fall
4.43295,2.046,9.831,-27.42391,-1.68593,-42.30577,non-fall
2.70495,2.24895,7.64505,-39.8793,-25.34407,-47.76534,non-fall
-0.213,1.485,9.40995,29.48799,32.68653,18.73429,non-fall
0.03495,1.785,9.82605,44.39349,29.74797,34.41972,non-fall
0.93495,1.60005,7.16595,62.59993,45.00798,55.13931,non-fall
1.77105,3.17295,8.36595,-9.35927,13.29835,-21.16076,non-fall
3.23595,3.13005,10.83405,11.91967,37.58675,-16.40235,non-fall
1.443,3.75,11.35905,-15.87451,24.63504,-25.2259,non-fall
1.95,3.79305,7.00605,-6.07407,17.2847,-37.26374,non-fall
0.66195,5.59605,8.13795,-9.22534,6.64918,-35.30208,non-fall
-0.01905,3.243,11.17395,6.03468,45.35462,26.36823,non-fall
0.76995,2.838,9.94905,7.43699,12.17177,35.07361,non-fall
0.669,4.19805,7.806,14.44068,6.99581,-1.74108,non-fall
3.21195,4.224,5.88795,-4.94749,-2.03257,-28.34565,non-fall
2.00295,2.91495,7.272,-0.81933,14.13344,-26.17128,non-fall
0.909,4.236,7.458,-18.11191,11.26578,-41.5731,non-fall
-2.45895,4.95705,15.22305,2.96219,-5.25474,18.55309,non-fall
0.71505,3.978,8.73495,7.01945,16.29993,1.75683,non-fall
2.90805,4.095,10.74795,8.98111,14.13344,-11.47061,non-fall
3.04905,3.714,9.51495,15.00003,12.80203,-11.54152,non-fall
1.33995,3.89595,6.36705,-40.50955,1.46534,-33.93916,non-fall
0.54705,3.55605,9.70395,2.19013,27.7863,9.312,non-fall
1.5,4.689,9.111,-21.46801,-6.86976,-17.63134,non-fall
-0.189,3.81,10.02,-27.06939,15.39394,1.05567,non-fall
1.302,3.37695,9.22305,56.85675,-23.17758,52.29529,non-fall
3.09705,3.54705,4.815,7.30306,-31.29209,40.74589,non-fall
10.79295,-4.593,1.29105,-40.72226,-150.50456,182.4269,non-fall
12.19305,-5.871,5.232,-55.91137,22.88608,142.17732,non-fall
10.038,-4.28895,0.80505,60.43344,-25.20226,96.53121,non-fall
11.64195,-7.035,1.39395,-64.93975,72.72339,-110.23923,non-fall
6.62205,-6.31905,3.051,49.64822,2.93068,-81.05061,non-fall
5.64705,-6.73995,0.15795,-17.75739,20.43597,-36.11353,non-fall
9.387,-7.43205,3.07005,-159.99774,17.48954,39.41449,non-fall
7.488,-4.44195,2.48295,-144.73773,74.33053,27.51845,non-fall
9.93495,-3.00795,3.714,-64.30949,61.03218,30.03946,non-fall
13.00995,-1.96605,1.782,41.17919,28.40868,-29.39345,non-fall
11.496,-6.23805,2.598,-3.68698,79.6483,-176.80975,non-fall
4.06695,-3.52005,2.778,3.73425,57.60518,-103.73186,non-fall
6.92595,1.69605,7.06605,-71.80164,19.24637,-104.56695,non-fall
3.05205,2.082,7.674,-30.22066,-60.20498,-138.79759,non-fall
2.10795,2.36205,7.94205,-53.53217,-34.37246,-103.66096,non-fall
3.729,3.50895,8.361,-35.60933,-9.10716,-84.54852,non-fall
2.41995,5.20395,9.17805,-2.42648,18.96276,-32.54472,non-fall
0.49905,4.212,8.41605,-5.01839,4.82144,14.07829,non-fall
-1.566,4.371,6.61605,-11.95118,48.29318,-12.24267,non-fall
0.03705,4.098,9.92205,-6.2789,25.47012,-11.47061,non-fall
2.25405,4.66005,8.304,8.06725,-7.77575,16.24479,non-fall
1.91895,2.65095,11.742,22.83881,72.02222,-5.45169,non-fall
2.436,2.91,11.37795,-29.03106,42.6918,-0.06303,non-fall
1.974,3.693,7.482,1.00053,28.41656,61.32367,non-fall
-2.193,4.27005,10.60695,11.99057,30.72486,39.27267,non-fall
2.77605,2.98395,8.481,22.56308,26.17128,43.26691,non-fall
2.94405,4.30095,6.15405,29.97644,-7.0746,-3.98635,non-fall
2.18505,3.82695,8.715,-53.46126,-29.1965,-49.55369,non-fall
1.191,3.85605,10.52295,-34.0652,-6.79886,-59.77168,non-fall
-0.768,5.02395,8.526,-3.68698,6.99581,-4.89234,non-fall
-0.069,2.91705,9.68295,-18.87609,51.30264,31.29209,non-fall
1.56495,3.279,12.111,-14.60613,-9.80832,-31.28421,non-fall
-1.29,2.22795,12.97695,-15.93754,42.55,21.98797,non-fall
1.227,3.40605,7.494,8.7684,-8.12239,3.78152,non-fall
